ID,Par_No,SB_LIB,XD,XDP,XDPP,Xq,XqP,XqPP,X2,Ra,TD0P,TD0PP,Tq0P,Tq0PP,TJ,a,b,n,D_Sec,Note
1297,1297,0,1.254,0.323,0.206,0.804,0.804,0.206,0.184,0.003,7.96,0.03,0.25,0.066,6.18238,1,0.129,9.149469,0,
1298,1298,0,2.28,0.3,0.235,2.19,0.52,0.235,0.235,0,5.4,0.039,0.59,0.075,11.90153,1,0.056,11.44439,0,
1299,1299,0,1.134,0.284,0.1807,0.7222,0.7222,0.1874,0.18,0,7.03,0.087,0.25,0.086,7.44897,1,0.1396,7.321407,0,
1300,1300,0,1.87,0.2364,0.179,1.82,0.3895,0.176,0.17,0,8.6,0.044,0.96,0.074,9.05177,1,0.088,10.224135,0,
1301,1301,0,1.8,0.229,0.174,1.75,0.382,0.172,0.17,0,8.6,0.044,0.96,0.074,9.74504,1,0.084,10.350228,0,
1302,1302,0,2.115,0.354,0.251,2.037,0.579,0.246,0.237,0,7.78,0.032,0.36,0.072,13.08108,1,0.105,6.721392,0,
1303,1303,0,0.98,0.2839,0.2008,0.6495,0.6495,0.2428,0.178,0.0145,5.9745,0.053,0,0.1127,9.64532,1,0.0518,2.934015,0,
1304,1304,0,2.28,0.3,0.235,2.19,0.52,0.235,0.235,0,5.4,0.039,0.59,0.075,6,1,0.056,11.44439,0,
1305,1305,0,1.134,0.284,0.1807,0.7222,0.7222,0.1874,0.184,0,7.03,0.087,0.25,0.086,6.7697,1,0.1396,7.321407,0,
1306,1306,0,1.87,0.236,0.179,1.82,0.39,0.176,0.17,0,8.6,0.0442,0.956,0.0744,9.41076,1,0.088,10.224135,0,
1307,1307,0,2.115,0.354,0.251,2.037,0.579,0.246,0.237,0,3.78,0.032,0.36,0.072,13.08108,1,0.105,6.721392,0,
1308,1308,0,0.98,0.2839,0.2008,0.6495,0.6495,0.2428,0.21,0.0145,5.9745,0.053,0,0.1127,9.64532,1,0.097,7.580903,0,
1309,1309,0,0.94732,0.32,0.2,0.66104,0.66104,0.2128,0.24,0.01583,4.8058,0.067,0,0.082,8.65609,1,0.0518,2.934015,0,
1310,1310,0,1.8,0.229,0.174,1.75,0.382,0.172,0.174,0,8.6,0.044,0.96,0.074,7.89801,1,0.06,13.443309,0,
1311,1311,0,2.03,0.2743,0.2178,2.01,0.5084,0.1956,0.18,0,12.1,0.03,2.3,0.05,5.51572,1,0.1,8.603568,0,
1312,1312,0,0.9956,0.2386,0.1634,0.6316,0.6316,0.1634,0.2255,0,0.9,0.03,2.3,0.05,14.91496,1,0.1,8.603568,0,
1313,1313,0,1.026,0.3084,0.2255,0.6538,0.6538,0.2446,0.2255,0,5.66,0.03,2.3,0.05,14.91496,1,0.1,8.603568,0,
1314,1314,0,2.067,0.3,0.2127,2.067,0.3,0.2127,0.2486,0,8.45,0.047,0.94,0.047,7.87341,1,0.1759,6.99755,0,
1315,1315,0,1.81,0.258,0.173,1.77,0.412,0.2,0.173,0,5.87,0.022,0.9,0.05,8.10602,1,0.21,8.1971,0,
1316,1316,0,1.893,0.2751,0.1985,1.893,0.2751,0.1985,0.24,0,8.45,0.1792,0.94,0.1792,7.99714,1,0.1759,6.99755,0,
1317,1317,0,2.11,0.26,0.165,2,0.4541,0.1797,0.159,0,7.22,0.03,1,0.05,5.22267,1,0.04,10.735285,0,
1318,1318,0,1.8,0.202,0.16,1.75,0.336,0.158,0.168,0,8.6,0.035,0.965,0.074,7.36543,1,0.064,13.089328,0,
1319,1319,0,1.836,0.227,0.168,1.79,0.378,0.166,0.17,0,9.4,0.045,0.94,0.079,8.99716,1,0.1,8.175963,0,
1320,1320,0,1.836,0.227,0.168,1.79,0.378,0.166,0.168,0,9.4,0.045,0.94,0.079,8.99716,1,0.1,8.175963,0,
1321,1321,0,2.52,0.297,0.226,2.46,0.422,0.22,0.2,0.002275,8.73,0.046,0.97,0.067,8.20191,1,0.2292,8.162754,0,
1322,1322,0,1.088,0.315,0.264,0.725,0.725,0.241,0.266,0.00197,11.24,0.049,0,0.234,7.344,1,0.18,6.025685,0,
1323,1323,0,1.98,0.2426,0.1791,1.93,0.3953,0.1766,0.17,0,9.67,0.042,1.07,0.07,8.93925,1,0.1667,6.632446,0,
1324,1324,0,1.836,0.227,0.168,1.79,0.378,0.1657,0.17,0,8.47,0.045,0.94,0.079,8.93925,1,0.1667,6.632446,0,
1325,1325,0,1.85,0.2568,0.1693,1.85,0.2568,0.1693,0.168,0,9.22,0.03,0.94,0.05,8.49858,1,0.1803,8.097212,0,
1326,1326,0,2.415,0.287,0.178,2.415,0.4305,0.178,0.178,0,8.375,0.03,2.8,0.05,8.99716,1,0.051,6.989719,0,
1327,1327,0,2.415,0.287,0.178,2.415,0.4305,0.178,0.178,0,8.39,0.03,2.8,0.05,8.4468,1,0.1,8.603568,0,
1328,1328,0,1.8,0.228,0.174,1.75,0.382,0.172,0.17,0,8.6,0.044,0.96,0.074,7.89801,1,0.06,13.443309,0,
1329,1329,0,2.37,0.331,0.245,2.31,0.479,0.24,0.2223,0,8.61,0.045,0.956,0.069,11.45429,1,0.1746,8.785086,0,
1330,1330,0,2.03,0.2743,0.2178,2.01,0.5084,0.1956,0.18,0,12.1,0.03,2.3,0.05,5.55063,1,0.1,8.603568,0,
1331,1331,0,2.079,0.2998,0.2112,2.079,0.2998,0.2112,0.2223,0.0027,8.45,0.054,0.938,0.054,7.7176,1,0.14,7.607484,0,
1332,1332,0,1.86,0.223,0.168,1.86,0.3345,0.168,0.17,0,8.6,0.03,2.7,0.05,7.36543,1,0.1,8.603568,0,
1333,1333,0,1.836,0.227,0.168,1.79,0.378,0.166,0.157,0,8.47,0.045,0.94,0.079,8.99716,0.9,0,9,0,
1334,1334,0,0.6749,0.3538,0.206,0.5155,0.5155,0.206,0.2058,0,5.74,0.03,1.5,0.05,9.4442,1,0.1,8.603568,0,
1335,1335,0,2.27,0.3035,0.2216,2.21,0.445,0.2157,0.25,0.0026,8.72,0.045,0.97,0.069,7.27428,1,0.1883,9.444477,0,
1336,1336,0,0.996,0.239,0.163,0.632,0.632,0.163,0.169,0,7.6,0.06,0,0.06,9.0136,1,0.2,4.801784,0.1,
1337,1337,0,0.926,0.213,0.18,0.573,0.573,0.267,0.202,0,6.62,0.059,0,0.032,6.83651,1,0.05,9.827469,0,
1338,1338,0,2.12,0.3,0.262,2.08,0.501,0.229,0.23,0,8.8,0.015,2.5,0.015,6.46116,1,0.228,6.224124,0,
1339,1339,0,2.37,0.331,0.245,2.31,0.479,0.24,0.223,0,9.34,0.045,0.96,0.067,8.61855,1,0.1515,9.275671,0,
1340,1340,0,2.37,0.331,0.245,2.31,0.479,0.24,0.223,0,9.4,0.045,0.96,0.067,8.61855,1,0.1426,8.844367,0,
1341,1341,0,2.149,0.3321,0.26,2.047,0.687,0.226,0.215,0,5.56,0.015,2.2,0.015,6.46116,1,0.144,7.273909,0.1,
1342,1342,0,2.149,0.3321,0.26,2.047,0.687,0.226,0.215,0,5.56,0.015,2.2,0.015,6.46116,1,0.144,7.273909,0,
1343,1343,0,1.03,0.298,0.212,0.645,0.645,0.212,0.182,0,7.1,0.04,0,0.04,5.45706,1,0.09,9.449056,0.1,
1344,1344,0,1.89,0.2717,0.1952,1.89,0.2717,0.1952,0.223,0,8.45,0.046,0.94,0.046,8.3898,1,0.1867,6.063744,0,
1345,1345,0,1.89,0.2717,0.1952,1.89,0.2717,0.1952,0.223,0,8.45,0.046,0.94,0.046,8.3898,1,0.1674,6.627108,0,
1346,1346,0,0.9659,0.2912,0.203,0.6184,0.6184,0.207,0.196,0,7.46,0.04,0,0.06,11.02085,1,0.1628,4.791668,0,
1347,1347,0,1,0.298,0.249,0.688,0.688,0.261,0.255,0,11,0.115,0,0.259,8.60818,1,0.093,6.060957,0,
1348,1348,0,1.8,0.229,0.174,1.75,0.382,0.172,0.159,0,10.15,0.044,0.956,0.074,7.25779,1,0.129,8.25242,0,
1349,1349,0,1.8,0.229,0.174,1.75,0.382,0.172,0.159,0,9.78,0.044,0.956,0.074,7.26345,1,0.131,7.645278,0.1,
1350,1350,0,0.96,0.267,0.2,0.62,0.62,0.204,0.1887,0,9.73,0.104,0,0.257,11.32163,1,0.2148,6.381582,0,
1351,1351,0,0.96,0.267,0.2,0.62,0.62,0.204,0.1887,0,9.73,0.104,0.2569,0.257,11.29323,1,0.2148,6.381582,0,
1352,1352,0,0.96,0.267,0.2,0.62,0.62,0.204,0.1887,0,9.85,0.104,0.2569,0.2569,11.29323,1,0.2148,6.381582,0,
1353,1353,0,1.861,0.2,0.155,1.814,0.333,0.152,0.153,0,8.47,0.047,1.1,0.067,5.26912,1,0.21,5.866694,0.1,
1354,1354,0,2.5304,0.3386,0.247,2.4667,0.481,0.2404,0.223,0,9.96,0.046,0.97,0.067,7.71076,1,0.1672,8.161404,0,
1355,1355,0,2.5304,0.3386,0.247,2.4667,0.481,0.2404,0.223,0,9.32,0.046,0.97,0.067,7.71076,1,0.1783,8.170057,0,
1356,1356,0,1.861,0.227,0.168,1.814,0.378,0.166,0.153,0,8.75,0.045,0.94,0.079,5.26912,1,0.131,7.645278,0.1,
1357,1357,0,0.633,0.284,0.207,0.469,0.469,0.207,0.228,0,3.68,0.03,0,0.05,7.76699,1,0.1,9.827469,0,
1358,1358,0,0.806,0.2976,0.2017,0.602,0.602,0.2108,0.218,0,5.24,0.06,0,0.06,8.61678,1,0.07,8.1971,0,
1359,1359,0,2.188,0.254,0.204,2.079,0.671,0.224,0.173,0,6.84,0.038,2.5,0.2,10.78902,1,0.21,7.371499,0,
1360,1360,0,2.191,0.264,0.21,2.111,0.448,0.21,0.222,0,6.59,0.04,0.69,0.08,12.68803,1,0.134,6.38989,0.1,
1361,1361,0,2.191,0.265,0.21,2.111,0.45,0.21,0.222,0,6.59,0.04,0.69,0.08,12.68803,1,0.134,6.38989,0.1,
1362,1362,0,2.191,0.265,0.21,2.111,0.45,0.21,0.222,0,6.59,0.04,0.69,0.08,12.68803,1,0.0913,8.748811,0.1,
1363,1363,0,1.783,0.2184,0.169,1.783,0.2184,0.169,0.186,0,8.9,0.051,1,0.051,7.42209,1,0.1582,8.447074,0,
1364,1364,0,0.991,0.271,0.197,0.684,0.684,0.19,0.194,0,11.7,0.13,0,0.09,7.24604,1,0.1796,6.414675,0,
1365,1365,0,0.991,0.271,0.197,0.684,0.684,0.19,0.194,0,10.3,0.13,0.2,0.087,7.24604,1,0.2278,5.834591,0,
1366,1366,0,1.953,0.2305,0.1527,1.75,0.382,0.172,0.186,0,8.34,0.042,0.96,0.074,8.13597,1,0.1036,7.645759,0,
1367,1367,0,1.8,0.229,0.174,1.75,0.382,0.172,0.173,0,8.6,0.044,0.95,0.074,8.13597,1,0.11,6.124513,0.1,
1368,1368,0,1.953,0.2305,0.1527,1.75,0.382,0.172,0.186,0,8.5,0.042,0.956,0.074,8.13597,1,0.1036,7.645759,0,
1369,1369,0,1.96,0.33,0.23,1.67,0.441,0.23,0.24,0,8.8,0.015,2.2,0.015,5.87637,1,0.2,4.801784,0,
1370,1370,0,2,0.286,0.23,1.99,0.448,0.244,0.245,0,8.5,0.017,0.92,0.028,7.47903,1,0.1803,8.525442,0,
1371,1371,0,2.155,0.301,0.223,2.1,0.448,0.218,0.203,0,8.61,0.045,0.956,0.069,10,1,0.158,8.732225,0,
1372,1372,0,2.155,0.301,0.223,2.1,0.448,0.218,0.203,0,8.61,0.045,0.956,0.069,10,1,0.177,8.109398,0,
1373,1373,0,2.155,0.265,0.223,2.1,0.395,0.218,0.203,0,9.56,0.045,0.96,0.069,6.30884,1,0.1093,11.200862,0,
1374,1374,0,2.27,0.304,0.222,2.21,0.445,0.216,0.219,0,8.52,0.045,0.97,0.069,7.42008,1,0.185,9.535201,0,
1375,1375,0,2.161,0.3002,0.222,2.209,0.4454,0.2516,0.219,0,9.13,0.045,0.97,0.069,7.42068,1,0.1172,10.429634,0,
1376,1376,0,2.079,0.2998,0.211,2.079,0.2998,0.211,0.2188,0,7.98,0.054,0.94,0.054,7.71323,1,0.175,7.25084,0.1,
1377,1377,0,1.91,0.297,0.249,1.87,0.473,0.245,0.216,0,8.55,0.042,0.96,0.067,10.60995,1,0.1569,7.63494,0,
1378,1378,0,1.91,0.297,0.249,1.87,0.473,0.245,0.216,0,8.56,0.0417,0.9556,0.0674,10.60995,1,0.1585,6.996772,0,
1379,1379,0,1.956,0.383,0.265,1.892,0.538,0.267,0.238,0,12.3,0.08,1.67,0.11,9.73865,1,0.082,8.485247,0,
1380,1380,0,1.956,0.383,0.265,1.892,0.538,0.267,0.238,0,12.4,0.08,1.67,0.11,9.73865,1,0.082,8.485247,0,
1381,1381,0,0.901,0.312,0.1887,0.599,0.599,0.1887,0.1887,0,8.4,0.12,0,0.12,8.49549,1,0.161,5.504289,0.1,
1382,1382,0,2.24,0.26,0.165,2.24,0.4416,0.165,0.165,0.003001,8.4,0.035,0.5,0.05,5.27478,1,0.1,9.827469,0,
1383,1383,0,2.24,0.26,0.165,2.24,0.4416,0.165,0.165,0.003001,8.4,0.035,1,0.05,5.27478,1,0.1,9.827469,0,
1384,1384,0,2.04,0.2825,0.184,2.04,0.2825,0.182,0.17,0,8.4,0.04,0.9,0.06,7.85154,0.9,0,9,0,
1385,1385,0,1.8,0.229,0.174,1.8,0.229,0.174,0.165,0.003,8.6,0.044,1,0.07,9.53711,1,0.1,9.827469,0,
1386,1386,0,1.8,0.229,0.174,1.8,0.229,0.174,0.16,0.003,8.6,0.044,1,0.07,9.53711,1,0.1,9.827469,0,
1387,1387,0,1.994,0.2497,0.1848,1.994,0.4035,0.1823,0.165,0,8.86,0.03,2.5,0.2,13.2864,1,0.1,9.827469,0,
1388,1388,0,1.994,0.2497,0.1848,1.994,0.4035,0.1823,0.165,0,8.47,0.04,0.94,0.06,7.62886,1,0.1,9.827469,0,
1389,1389,0,1.68,0.23,0.189,1.68,0.433,0.189,0.159,0.003,8.4,0.019,0.5,0.021,5.20873,1,0.17,7.917071,0,
1390,1390,0,2.14219,0.33352,0.24333,2.08522,0.47591,0.23684,0.22093,0,8.728,0.046,0.97,0.067,6.94436,1,0.121,10.3,0,_
1391,1391,0,0.5715,0.355,0.2358,0.688,0.3624,0.246,0.226,0,4.5,0.04,0.222,0.04,6.45,0.9,0,9,0,
1392,1392,0,1.716,0.235,0.172,1.716,0.3579,0.172,0.172,0.003,8.4,0.019,0.5,0.021,5.20873,1,0.17,7.917071,0,
1393,1393,0,2.155,0.301,0.223,2.1,0.448,0.218,0.205,0,8.61,0.045,0.95,0.069,7.49625,1,0.11,6.682773,0,
1394,1394,0,1.867,0.257,0.18,1.867,0.4271,0.18,0.18,0.003,6.55,0.119,1,0.05,5.97278,1,0.1,9.827469,0,
1395,1395,0,1.565,0.2215,0.1589,1.565,0.4957,0.1589,0.1589,0.003,9.89,0.03,1,0.05,5.32121,1,0.1,9.827469,0,
1396,1396,0,2.142,0.253,0.165,2.09,0.436,0.165,0.17,0.00202,10.23,0.044,1.137,0.076,8.75773,1,0.147,7.64816,0,
1397,1397,0,2.05,0.22,0.17,1.99,0.36,0.17,0.17,0,8.47,0.04,0.9,0.06,7.62886,0.9,0,9,0,
1398,1398,0,1.98,0.22,0.174,1.928,0.357,0.171,0.17,0,8.6,0.04,0.9,0.06,8.6768,1,0.118,7.178475,0,
1399,1399,0,2.37,0.29,0.22,2.31,0.42,0.22,0.205,0,8.61,0.04,1,0.06,9.015,0.9,0,9,0,
1400,1400,0,2.37,0.29,0.22,2.31,0.42,0.22,0.205,0.00206,8.61,0.04,1,0.067,8.45293,1,0.181,8.504189,0,
1401,1401,0,1.98,0.294,0.219,1.96,0.46,0.182,0.15,0,12.7,0.035,1.4,0.05,6.97045,0.9,0,9,0,
1402,1402,0,1.89,0.2718,0.1953,1.89,0.2718,0.1953,0.205,0,8.45,0.047,0.94,0.06,3.13043,0.9,0,9,0,
1403,1403,0,2.24,0.26,0.165,2.24,0.5451,0.165,0.168,0.003,6.55,0.044,1,0.074,8.13597,1,0.1,9.827469,0,
1404,1404,0,1.8,0.229,0.174,1.75,0.382,0.172,0.161,0.00187,8.6,0.0442,0.956,0.074,9.31444,1,0.078,11.034468,0,
1405,1405,0,1.8,0.229,0.174,1.75,0.382,0.172,0.161,0.00187,8.6,0.044,0.956,0.074,9.31444,1,0.078,11.034468,0,
1406,1406,0,2.186,0.229,0.172,1.159,0.2484,0.172,0.18,0,9.84,0.03,0.93,0.05,12.23181,0.9,0,9,0,
1407,1407,0,2.16,0.24,0.2,2.16,0.4733,0.2,0.15,0.003,8.4,0.036,0.5,0.076,5.41262,1,0.1,9.827469,0,
1408,1408,0,1.616,0.2215,0.1589,1.616,0.2215,0.1589,0.125,0.003,9.89,0.03,1,0.05,9.18787,1,0.1,9.827469,0,
1409,1409,0,1.8,0.229,0.174,1.8,0.229,0.174,0.165,0,8.6,0.03,0.85,0.05,5.26912,0.9,0,9,0,
1410,1410,0,1.8,0.229,0.174,1.8,0.229,0.174,0.165,0,8.6,0.03,0.9,0.05,4.06798,0.9,0,9,0,
1411,1411,0,2.264,0.2689,0.167,2.264,0.2689,0.167,0.197,0.003,8.38,0.03,0.5,0.05,5.27478,1,0.1,9.827469,0,
1412,1412,0,1.185,0.237,0.16,1.185,0.6053,0.16,0.16,0.003,10.8,0.03,1,0.05,5.28813,1,0.1,9.827469,0,
1413,1413,0,1.94,0.2328,0.1552,1.94,0.2328,0.1552,0.179,0,8.6,0.02,0.5,0.03,8.41752,0.9,0,9,0,
1414,1414,0,2.14219,0.2786,0.24333,2.08522,0.47591,0.23684,0.22087,0,8.728,0.046,0.97,0.067,6.94436,1,0.121,10.3,0,_
1415,1415,0,2.66,0.329,0.265,2.66,0.329,0.265,0.26,0.001793,8.5,0.036,2.8,0.036,6.7658,0.9,0,9,0,_
1416,1416,0,2.66,0.329,0.265,2.66,0.329,0.265,0.26,0.001793,8.5,0.036,2.8,0.036,6.76582,0.9,0,9,0,_
1417,1417,0,2.079,0.2998,0.2112,2.079,0.2998,0.2112,0.25,0.0027,8.45,0.054,0.938,0.054,7.7176,1,0.14,7.607484,0,
1418,1418,0,2.27,0.325,0.244,2.22,0.475,0.239,0.222,0,8.608,0.045,0.95,0.066,2.1959,1,0.17,8.52231,0,___
1419,1419,0,1.953,0.2305,0.1527,1.802,0.45,0.232,0.1863,0,8.375,0.02,0,1.85,9.627,0.9,0.068,9,0,_____300
1420,1420,0,1.87,0.208,0.1644,1.82,0.343,0.1619,0.179,0,8.6,0.03,0,0.05,7.82561,0.9,0,9,0,
1421,1421,0,1.87,0.208,0.1644,1.82,0.343,0.1619,0.165,0,8.6,0.03,0,0.05,7.82561,0.9,0,9,0,
1422,1422,0,2.02,0.23,0.155,2.02,0.23,0.155,0.165,0,8.78,0.04,1,0.06,8.62835,0.9,0,9,0,
1423,1423,0,2.02,0.23,0.155,2.02,0.23,0.155,0.155,0,8.78,0.04,1,0.06,8.62835,0.9,0,9,0,
1424,1424,0,2.02,0.229,0.155,2.02,0.382,0.155,0.155,0.003,8.8,0.04,1,0.07,8.62835,1,0.1,9.827469,0,
1425,1425,0,1.8,0.202,0.16,1.8,0.336,0.158,0.168,0.003,8.6,0.04,0.9,0.07,5.27478,1,0.1,9.827469,0,
1426,1426,0,2.19,0.265,0.16,2.11,0.45,0.16,0.19,0,6.6,0.04,0.69,0.08,12.57991,1,0.089,7.167629,0,
1427,1427,0,2.19,0.265,0.16,2.11,0.45,0.16,0.19,0,6.6,0.04,0.69,0.08,12.57991,1,0.111,6.54395,0,
1428,1428,0,2.15,0.265,0.205,2.1,0.395,0.205,0.205,0.003,8.6,0.04,0.95,0.06,12.48815,1,0.1,9.827469,0,
1429,1429,0,2.15,0.265,0.205,2.1,0.395,0.205,0.205,0.003,8.6,0.04,0.95,0.06,12.48815,1,0.212,5.706091,0,
1430,1430,0,2.07,0.21,0.17,1.96,0.41,0.17,0.17,0,10.2,0.048,0.64,0.094,14.54117,0.9,0,9,0,
1431,1431,0,2.222,0.236,0.1912,2.222,0.236,0.1912,0.1912,0,6.48,0.048,0.01,0.094,6,0.9,0,9,0,
1432,1432,0,2.19,0.225,0.16,2.11,0.45,0.16,0.19,0,6.6,0.04,0.7,0.08,12.57991,1,0.13,5.400722,0,
1433,1433,0,2.19,0.225,0.151,2.19,0.45,0.16,0.16,0,6.6,0.04,0.7,0.08,12.57991,1,0.09,8.225155,0,
1434,1434,0,2.16,0.265,0.205,2.1,0.395,0.201,0.205,0,8.61,0.04,0.95,0.06,12.51874,1,0.1908,7.472659,0,
1435,1435,0,1.8,0.202,0.165,1.75,0.336,0.158,0.168,0.003703,8.6,0.044,0.96,0.074,5.27478,1,0.1,9.827469,0,
1436,1436,0,2.37,0.331,0.245,2.31,0.479,0.24,0.205,0,8.61,0.04,1,0.06,8.61937,1,0.1,12.405352,0,
1437,1437,0,2.03,0.2178,0.174,2.01,0.5084,0.174,0.18,0,12,0.035,1.4,0.05,6.25316,0.9,0,9,0,
1438,1438,0,1.639,0.209,0.1648,1.639,0.3382,0.1648,0.17,0,9.4,0.04,1,0.07,12.1875,1,0.112,5.946766,0,
1439,1439,0,1.914,0.2199,0.1697,1.914,0.358,0.1697,0.1912,0,9.04,0.04,1,0.07,6.18082,1,0.112,5.946766,0,
1440,1440,0,2.07,0.21,0.17,1.96,0.41,0.17,0.17,0,0.1,0.048,0.64,0.094,14.54117,0.9,0,9,0,
1441,1441,0,2.222,0.2124,0.1912,2.222,0.2124,0.1912,0.1912,0,6.48,0.048,1,0.094,6,0.9,0,9,0,
1442,1442,0,2.222,0.236,0.1912,2.222,0.236,0.1912,0.1912,0,6.48,0.048,1,0.094,6,0.9,0,9,0,
1443,1443,0,2.07,0.21,0.17,1.96,0.41,0.17,0.14,0,10,0.048,0.64,0.094,8.24,0.9,0,9,0,
1444,1444,0,1.53,0.165,0.0879,1.48,0.317,0.11,0.1308,0,7.46,0.05,0.83,0.096,2.99,1,0.11,6.68277,0,
1445,1445,0,1.90112,0.27631,0.2218,1.83065,0.46982,0.21982,0.22081,0.001252,6.572,0.042,0.73,0.074,10.649,0.9,0,9,0,
1446,1446,0,2.19739,0.33352,0.24333,2.13895,0.47591,0.23684,0.238693,0,8.728,0.046,0.97,0.067,6.9446,1,0.154,6.94436,0,_
1447,1447,0,1.07,0.254,0.192,1,0.4,0.2,0.197,0,6.5,0.05,0.09,0.09,9.3,1,0.10269,7.1,0,_____13
1448,1448,0,2.48885,0.34325,0.25838,2.41639,0.4987,0.25383,0.23561,0.002347,9.368,0.044,1.041,0.066,6.477,1,0.245,8.363319,0,_
1449,1449,0,2.1713,0.2957,0.2079,2.1713,0.3977,0.2079,0.2334,0.000793,13.111,0.048,1.456,0.067,7.005,0.9,0,9,0,_
1450,1450,0,2.222,0.236,0.1912,2.222,0.236,0.1912,0.16,0,6.48,0.048,1,0.094,9,0.9,0,9,0,
1451,1451,0,2.06,0.297,0.194,1.9,0.355,0.23,0.1912,0.00117,9.87,0.06,1.1,0.04,11.75062,1,0.046,10.038,0,
1452,1452,0,2.07,0.297,0.194,1.9,0.355,0.23,0.17,0.00117,9.87,0.06,1.1,0.04,11.75062,1,0.046,10.038,0,
1453,1453,0,2.07,0.21,0.17,1.96,0.41,0.17,0.17,0,10,0.048,0.64,0.094,7.27058,0.9,0,9,0,
1454,1454,0,1.89,0.275,0.199,1.89,0.415,0.23,0.22,0,8.446,0.0476,0.938,0.065,10.42291,1,0.179,7.652376,0,
1455,1455,0,1.006,0.345,0.2292,0.701,0.701,0.2347,0.21,0.003,6.34,0.795,0,0.06,8.49549,1,0.1495,7.128661,0,
1456,1456,0,2.03,0.26,0.19,2.03,0.26,0.19,0.19,0,11,0.18,11,0.18,6.03111,1,0.1,8.603568,0,
1457,1457,0,2.03,0.26,0.19,2.03,0.26,0.19,0.19,0,11,0.18,11,0.18,6.87088,1,0.1,8.603568,0,
1458,1458,0,2.69,0.272,0.232,2.56,0.748,0.255,0.2,0.00169,8.86,0.036,2.5,0.2,9.28908,1,0.25,7.647272,0,
1459,1459,0,2.07,0.24,0.175,1.97,0.445,0.175,0.14,0,9.7,0.048,0.57,0.098,10.64418,1,0.0588,13.049297,0,
1460,1460,0,2.07,0.324,0.274,2.03,0.502,0.258,0.239,0,8.64,0.041,0.96,0.065,10.96,1,0.135,9.325797,0,
1461,1461,0,2.38,0.336,0.251,2.32,0.485,0.247,0.2045,0.001969,8.61,0.045,0.956,0.066,9.32526,1,0.167,8.945734,0,__2__
1462,1462,0,2.26,0.31,0.229,2.2,0.457,0.224,0.19,0.00233,8.75,0.045,0.972,0.068,8.89508,1,0.167,9.311275,0,__2_
1463,1463,0,1.956,0.383,0.265,1.892,0.538,0.267,0.24,0.002829,9.33,0.08,1.69,0.116,11.13331,1,0.0837,9.046064,0,____
1464,1464,0,2.37,0.336,0.251,2.32,0.485,0.247,0.23,0.00203,8.61,0.045,0.956,0.066,8.61937,1,0.165,9.011817,0,
1465,1465,0,2.74,0.25,0.191,2.6,0.69,0.21,0.2,0,8.86,0.036,2.5,0.2,9.16538,1,0.195,6.197359,0,
1466,1466,0,2.222,0.236,0.1912,2.222,0.236,0.1912,0.17,0,6.48,0.048,0.01,0.094,6,0.9,0,9,0,
1467,1467,0,2.091,0.3293,0.2545,1.92,0.5,0.2545,0.28,0,7.43,0.021,0.7,0.1,9.03,1,0.11,6.682773,0,
1468,1468,0,2.104,0.323,0.224,1.951,0.5,0.224,0.281,0,6.1,0.056,0.7,0.1,9.42,1,0.11,6.682773,0,
1469,1469,0,1.045,0.321,0.225,0.726,0.726,0.311,0.271,0,10.86,0.129,0.328,0.328,6.4,1,0.1186,7.5361,0,____#2____
1470,1470,0,1.045,0.321,0.225,0.726,0.726,0.311,0.271,0,11.24,0.129,0.328,0.328,6.4,1,0.1257,7.4617,0,____#1____
1471,1471,0,2.09,0.3293,0.2545,1.92,0.5,0.2545,0.28,0,7.43,0.021,0.7,0.1,5.19784,1,0.143,7.164549,0,
1472,1472,0,2.095,0.3179,0.254,1.92,0.5,0.254,0.281,0,8.3,0.02,0.7,0.1,5.19508,1,0.11,6.682773,0,
1473,1473,0,2.09,0.3293,0.2545,1.92,0.5,0.2545,0.28,0,7.43,0.021,0.7,0.1,10,1,0.129,7.666977,0,
1474,1474,0,2.61,0.264,0.225,2.48,0.712,0.248,0.182,0,8.86,0.036,2.5,0.2,8.1169,1,0.19,9.469637,0,
1475,1475,0,2.61,0.261,0.225,2.48,0.712,0.248,0.182,0,8.86,0.036,2.5,0.2,8.1169,1,0.19,9.469637,0,
1476,1476,0,2.06,0.2644,0.1957,1.97,0.2644,0.1957,0.1826,0,8.44,0.04,0.9,0.04,7.96703,0.9,0,9,0,
1477,1477,0,2.06,0.2644,0.1957,1.97,0.2644,0.1957,0.1826,0,8.44,0.04,0.9,0.04,7.96703,1,0.177,7.7684,0,
1478,1478,0,1.8929,0.2751,0.1985,1.8929,0.2751,0.1985,0.2045,0.002067,8.446,0.1792,0.938,0.1792,9.35709,1,0.157,7.462017,0,
1479,1479,0,2.0822,0.3027,0.21407,2.0822,0.4173,0.21407,0.2045,0.002879,8.443,0.047,0.938,0.047,9.83755,1,0.157,7.462017,0,
1480,1480,0,2.18,0.302,0.24,2.14,0.48,0.24,0.182,0.002,9.4,0.025,2,2,7.69285,1,0.135,6.747914,0,
1481,1481,0,2.18,0.302,0.24,2.14,0.48,0.214,0.182,0.002,9.4,0.025,2,0.04,7.69285,1,0.135,6.747914,0,
1482,1482,0,2.614,0.264,0.225,2.484,0.712,0.248,0.182,0.00164,8.86,0.036,2.5,0.2,9.56474,1,0.219,8.721259,0,
